transaction_amount,transaction_time,transaction_type,location_distance_km,is_international,past_fraud_history,fraud
1065.65,5,POS,350.48,0,4,1
104.6,3,POS,467.84,0,0,0
673.87,23,ATM,332.84,0,0,0
269.69,2,Online,132.55,0,3,0
127.69,2,ATM,285.28,0,4,0
1979.93,3,ATM,221.16,0,1,0
645.39,4,Online,278.21,0,5,0
1619.94,7,Online,258.81,0,0,0
510.03,15,POS,429.39,0,0,0
1363.32,21,Online,325.9,0,2,0
1520.7,2,Online,94.38,0,1,0
1191.68,23,Online,31.51,0,4,0
943.68,11,Online,212.18,0,0,0
824.27,7,POS,7.81,1,4,1
698.39,12,POS,159.15,0,1,0
1859.13,3,Online,184.01,0,1,0
1661.41,13,Online,187.79,0,0,0
1930.09,13,POS,489.68,0,3,0
249.47,12,POS,151.95,1,4,0
1462.0,5,Online,132.61,0,4,1
1876.74,16,ATM,64.69,0,2,0
363.28,3,POS,255.5,0,1,0
133.93,7,POS,76.84,0,1,0
1482.5,16,POS,308.15,0,0,0
1149.37,2,Online,77.58,0,0,0
1683.82,16,Online,288.34,0,0,1
280.4,8,POS,413.13,0,2,0
1590.74,1,Online,21.26,0,3,0
404.05,12,Online,209.87,0,0,0
328.15,19,POS,230.52,0,0,0
329.37,1,Online,395.54,0,5,0
1629.33,19,ATM,233.96,0,0,0
1330.73,10,Online,283.77,0,2,0
1046.61,21,Online,395.6,0,4,0
718.3,14,POS,279.88,0,3,1
1754.52,10,POS,179.15,1,4,1
785.5,22,ATM,42.92,0,5,0
1633.38,2,Online,364.96,1,1,0
878.83,2,ATM,435.57,0,1,0
754.51,11,ATM,485.03,0,0,0
925.9,23,POS,463.3,0,5,0
603.45,4,Online,398.71,0,4,0
1495.47,19,POS,321.74,0,2,0
1005.94,6,ATM,390.73,0,3,0
465.19,6,ATM,216.04,0,4,0
1799.25,12,POS,297.39,0,5,0
768.4,8,POS,174.35,1,5,0
1087.56,20,POS,163.35,0,4,0
1813.04,12,POS,378.35,1,3,0
1248.85,11,POS,226.97,0,4,0
234.68,12,ATM,106.08,0,4,0
1879.72,23,POS,100.97,0,3,0
1255.79,9,Online,429.59,0,2,0
670.48,0,ATM,338.88,0,5,0
279.4,7,ATM,273.02,0,3,0
1588.26,21,Online,200.47,0,0,0
1240.53,15,Online,215.41,0,0,0
1067.39,12,ATM,28.72,0,0,0
1787.89,2,POS,227.46,0,0,0
1577.41,2,ATM,397.73,0,1,0
304.2,23,ATM,193.99,0,2,0
624.13,4,Online,191.79,0,1,0
497.73,10,ATM,7.86,0,4,1
1488.15,6,POS,228.92,0,4,0
68.03,20,Online,12.67,1,3,0
1140.21,23,ATM,285.17,0,0,0
1525.15,9,ATM,253.39,0,3,1
1753.65,9,POS,420.0,0,4,0
684.82,19,ATM,290.89,0,0,0
1642.69,1,ATM,161.71,0,5,0
222.15,2,ATM,258.12,0,2,0
1693.06,7,ATM,349.85,0,4,0
255.85,10,POS,46.98,0,5,1
795.18,12,ATM,310.54,0,3,0
1594.79,6,ATM,458.31,0,5,1
300.68,12,ATM,149.57,0,3,0
459.27,1,Online,313.31,0,4,0
1444.78,5,POS,410.66,0,1,0
1440.35,8,Online,255.9,0,2,0
1282.65,19,Online,358.99,0,5,1
1388.2,1,POS,155.51,0,5,1
1085.91,17,Online,153.03,0,4,0
504.35,15,Online,333.79,0,4,0
692.05,11,Online,352.7,0,3,1
364.01,6,POS,468.5,0,0,0
1816.99,6,ATM,112.42,0,0,0
1167.2,16,POS,234.11,0,0,0
802.3,12,POS,125.26,0,3,1
924.55,10,POS,40.05,0,0,0
1894.62,5,Online,201.62,0,4,0
307.55,22,ATM,187.04,0,1,0
1172.87,13,POS,135.22,0,1,0
1012.27,5,POS,148.5,0,1,0
1223.3,5,ATM,180.21,0,0,0
37.2,1,ATM,494.42,0,1,0
1744.38,21,ATM,391.48,0,5,0
1864.3,19,Online,35.7,0,0,0
1130.7,14,ATM,436.21,0,5,0
1393.6,16,Online,316.65,0,4,0
1845.08,7,POS,445.3,0,5,1
1414.77,4,Online,170.85,0,4,0
305.93,16,ATM,232.26,0,3,1
1153.0,19,Online,448.11,0,3,0
1213.82,0,ATM,136.29,0,5,0
848.84,21,Online,457.75,0,2,0
1473.15,17,POS,414.25,0,4,1
1868.8,14,Online,490.28,0,0,0
1851.21,4,POS,162.13,1,2,0
902.23,6,ATM,117.88,0,4,0
227.36,17,POS,165.43,0,0,0
1969.7,5,ATM,477.32,0,4,0
1677.96,21,ATM,166.54,0,4,0
250.2,20,POS,282.61,0,0,0
1841.76,4,POS,201.84,0,4,0
1739.92,18,Online,198.11,0,4,0
1038.16,9,Online,96.69,0,4,0
1182.96,14,POS,268.54,0,3,0
798.61,9,POS,424.7,1,1,0
110.47,15,POS,24.74,0,4,0
671.06,11,POS,444.61,0,0,0
1605.9,17,ATM,332.74,0,5,0
10.26,22,POS,308.37,0,4,1
667.66,0,POS,312.95,0,3,0
796.94,15,POS,148.13,0,3,0
1075.25,21,POS,207.57,0,5,1
1839.79,5,ATM,399.65,0,4,1
693.35,2,Online,153.19,0,2,0
694.56,1,Online,235.01,0,5,1
1475.26,1,Online,9.82,0,1,0
904.98,12,Online,366.78,0,0,0
449.99,8,Online,208.85,0,0,0
905.43,15,ATM,262.68,0,0,0
282.57,4,Online,57.34,0,0,0
353.6,22,ATM,495.86,0,3,1
997.24,20,ATM,151.23,0,1,0
838.43,6,Online,317.49,0,4,0
1829.78,12,Online,290.62,0,4,0
725.43,19,Online,392.55,0,2,0
1161.6,23,POS,146.92,0,4,0
1264.9,12,ATM,377.96,0,1,0
27.18,6,Online,191.25,0,4,0
1327.41,9,POS,205.58,0,3,0
356.89,14,ATM,336.36,1,5,1
1922.18,20,POS,392.14,0,4,0
298.18,5,POS,333.43,0,0,0
829.83,4,Online,449.94,0,0,0
171.61,22,ATM,142.58,0,5,0
1993.75,1,POS,450.31,0,0,1
1004.89,20,ATM,65.43,0,0,0
1191.17,14,Online,329.77,0,3,0
135.09,15,ATM,273.82,0,3,0
1500.17,18,POS,247.32,0,3,1
420.6,8,POS,155.46,0,4,0
1796.21,21,ATM,251.87,0,5,1
411.07,18,POS,80.89,0,0,0
382.18,6,POS,184.66,0,2,0
74.06,3,POS,49.34,0,5,0
944.66,2,Online,285.92,0,2,0
1130.12,23,Online,47.88,1,0,0
132.35,19,POS,80.17,0,1,0
1551.28,10,ATM,42.73,0,5,0
907.12,0,Online,190.66,0,4,0
1049.26,5,ATM,420.98,0,2,0
882.08,10,POS,453.45,0,5,0
802.13,0,POS,35.94,0,5,0
1119.72,20,ATM,317.28,0,3,1
311.33,6,Online,342.19,0,1,1
364.67,5,ATM,266.88,1,3,0
1723.71,13,ATM,333.49,1,1,1
1892.28,1,POS,116.85,0,1,0
747.25,3,Online,244.82,0,4,1
542.22,10,ATM,195.44,0,5,0
1288.36,14,Online,44.85,0,3,1
818.06,17,POS,312.78,0,3,0
51.75,0,Online,247.61,0,2,0
313.15,2,POS,137.59,0,5,1
1432.23,2,Online,236.84,0,0,0
1318.19,6,ATM,387.65,0,0,0
55.16,0,POS,400.83,0,2,0
444.72,10,ATM,324.76,0,1,0
462.92,5,POS,233.87,0,2,0
1344.11,19,Online,287.87,0,2,0
40.4,2,Online,192.51,0,3,1
209.11,18,POS,63.28,0,2,0
1600.03,1,POS,192.81,0,1,0
357.91,17,POS,265.17,0,0,0
1305.84,11,Online,299.42,0,4,0
477.13,9,POS,467.9,1,5,0
199.78,4,POS,388.67,0,2,0
487.1,8,ATM,76.0,0,5,0
1444.81,1,POS,87.09,0,2,0
1711.54,1,ATM,50.25,0,5,0
1660.61,5,ATM,369.09,0,3,0
794.97,9,ATM,353.06,0,3,0
1336.5,17,Online,493.18,0,5,0
410.76,11,ATM,261.01,0,2,0
587.0,3,POS,413.21,0,2,0
1792.78,21,Online,288.22,0,1,0
26.99,20,Online,437.04,0,0,0
171.93,16,Online,360.51,0,0,0
416.56,14,Online,321.44,0,4,0
54.04,5,Online,282.56,1,0,0
363.69,15,Online,361.49,0,4,0
1166.5,16,Online,209.83,0,3,0
843.43,2,ATM,48.29,0,4,0
1785.45,9,POS,19.99,0,4,0
1635.07,4,POS,239.51,1,0,1
684.29,13,ATM,299.65,0,2,0
519.59,20,ATM,39.42,0,3,0
760.01,12,Online,143.45,0,1,0
1181.0,5,Online,161.02,0,4,0
536.86,11,ATM,281.4,0,4,1
1248.67,7,Online,139.24,0,5,0
819.41,4,POS,47.82,0,4,0
1104.54,14,POS,82.43,0,2,0
872.82,15,Online,86.97,0,1,0
589.64,0,Online,421.35,0,5,0
1896.96,15,Online,142.16,0,0,1
1527.45,4,POS,357.35,0,3,0
281.09,2,Online,283.92,0,2,0
1737.07,19,ATM,488.52,0,1,0
975.37,14,Online,136.41,0,3,0
1789.21,12,ATM,79.19,0,0,0
1599.91,23,Online,26.02,0,3,1
851.0,15,Online,120.48,0,5,1
45.92,22,POS,342.04,0,4,0
538.09,10,ATM,42.63,0,4,1
1083.73,20,ATM,122.35,0,2,0
1267.32,1,ATM,427.65,0,3,0
516.52,21,POS,291.48,0,4,1
279.57,5,ATM,34.76,0,2,0
1670.03,5,POS,23.84,0,2,0
1968.82,13,Online,30.56,0,5,1
1051.85,10,Online,470.94,0,2,0
344.19,7,ATM,424.94,0,0,0
545.34,7,Online,422.47,1,4,0
37.76,0,Online,462.11,0,4,0
1828.68,20,ATM,252.63,0,1,0
236.38,6,Online,123.67,0,0,0
1153.46,5,ATM,200.67,0,4,0
548.84,20,ATM,359.43,0,5,0
1108.8,7,Online,438.02,0,4,0
1303.19,18,Online,217.55,0,1,0
1659.65,21,Online,267.69,0,3,0
413.64,20,Online,465.89,0,3,0
22.98,23,Online,53.75,0,0,0
274.63,19,POS,431.15,0,2,0
1800.14,7,Online,79.65,0,1,0
1747.91,13,POS,241.93,0,1,0
1195.23,17,ATM,109.21,0,4,0
1201.43,15,Online,301.47,0,5,0
1330.41,8,Online,279.29,0,4,0
351.57,14,Online,190.0,0,5,1
1828.91,9,ATM,431.65,0,1,0
838.12,21,POS,329.91,0,2,0
766.89,15,POS,360.6,0,3,0
1038.32,3,Online,75.33,0,0,0
94.88,19,Online,441.58,0,5,0
333.4,12,Online,83.52,0,3,1
1476.33,21,Online,111.39,1,0,1
166.51,4,ATM,64.03,0,2,0
1206.7,21,Online,220.18,0,1,0
491.45,6,ATM,443.85,0,2,0
779.2,22,Online,126.22,0,5,0
578.1,8,POS,186.88,1,1,0
711.99,7,POS,423.03,1,4,1
1438.37,15,Online,308.91,0,0,0
594.95,5,Online,375.81,0,4,0
1133.24,15,ATM,107.0,0,1,0
952.62,5,Online,358.24,0,0,0
1327.68,13,Online,113.81,0,0,0
1873.72,20,Online,493.66,0,4,0
1465.41,0,POS,279.94,0,0,0
430.67,8,ATM,347.82,0,1,0
63.34,23,POS,59.2,0,5,0
525.27,12,ATM,125.33,1,5,1
1190.56,18,POS,69.87,1,1,1
103.8,16,Online,195.09,0,4,0
993.24,10,POS,142.07,0,2,0
1194.09,7,POS,366.46,0,1,0
669.15,22,ATM,54.35,0,5,1
1542.05,4,ATM,376.03,0,1,1
214.09,9,POS,22.85,0,0,0
151.2,6,ATM,101.01,1,0,0
1456.65,9,ATM,395.98,0,1,0
991.49,3,ATM,371.39,0,4,0
1377.12,8,ATM,238.16,0,2,0
870.22,13,ATM,24.99,0,0,0
493.56,1,POS,304.95,0,5,1
1638.39,8,ATM,203.36,0,0,0
1599.03,20,Online,158.26,1,5,1
1389.7,0,POS,320.21,0,2,0
545.02,22,POS,218.31,0,0,0
1180.87,9,POS,46.21,0,4,1
722.59,9,ATM,457.98,0,5,0
184.07,19,Online,389.25,0,0,0
1834.71,21,ATM,28.19,0,0,0
274.5,2,POS,262.53,0,1,0
1900.52,5,POS,41.69,0,4,0
892.57,5,POS,418.64,0,4,0
371.08,20,POS,306.51,0,1,0
1084.26,1,ATM,86.22,0,5,1
1746.02,17,Online,10.37,0,3,1
1464.72,22,Online,15.79,0,2,0
1613.32,1,POS,253.68,0,4,0
1317.91,11,Online,367.19,0,3,0
1384.86,21,POS,60.42,0,5,0
1698.54,4,POS,110.64,0,2,0
500.09,19,Online,163.63,0,4,0
979.36,6,POS,109.04,0,0,0
443.2,23,Online,195.67,0,4,1
1975.35,15,POS,279.81,0,2,1
1888.17,19,Online,342.47,0,3,0
79.81,0,POS,481.89,0,0,0
1411.44,0,Online,465.42,0,2,0
1850.57,16,POS,285.06,0,5,1
361.97,0,POS,367.08,0,2,0
1136.32,20,POS,475.44,0,4,0
1831.06,19,Online,41.74,0,5,1
68.86,12,ATM,2.82,0,1,0
1395.14,8,POS,14.9,0,1,0
595.4,14,POS,281.67,0,0,0
1848.87,2,Online,381.42,0,2,0
1942.15,13,POS,183.54,0,3,0
1888.59,22,POS,272.62,0,0,0
948.95,10,POS,258.18,1,5,1
1724.22,23,POS,47.39,0,0,0
1689.25,21,ATM,160.79,0,4,1
638.88,11,ATM,9.72,0,5,0
1658.0,12,POS,55.35,0,3,0
74.98,12,POS,405.93,1,2,1
1192.94,0,POS,414.71,0,5,0
460.79,23,ATM,400.97,0,2,0
242.01,9,ATM,363.41,0,2,0
154.83,2,Online,396.66,0,0,0
1392.88,23,Online,335.49,0,4,1
680.41,3,POS,334.92,0,0,0
1449.81,15,POS,333.68,0,1,0
131.65,7,ATM,257.02,0,1,0
631.27,15,POS,181.67,0,2,0
1079.44,16,POS,365.1,0,4,0
1581.66,18,ATM,149.32,0,5,1
638.19,21,ATM,271.45,0,2,0
1252.16,14,ATM,216.68,0,5,0
1772.07,15,ATM,138.31,0,2,0
1232.11,14,Online,487.34,0,0,0
466.69,1,ATM,129.38,1,2,1
49.78,10,ATM,154.65,0,2,0
1740.33,0,POS,80.79,0,4,0
43.52,14,POS,411.49,0,4,1
1749.53,18,POS,293.29,0,5,0
1058.35,3,Online,306.52,0,4,0
1878.2,10,ATM,410.28,0,2,0
1597.77,4,ATM,171.46,0,4,1
1995.87,2,Online,96.82,0,4,0
702.07,12,ATM,99.2,0,3,0
1534.61,9,POS,366.31,0,3,0
804.46,10,Online,307.06,0,1,0
960.27,17,ATM,103.17,0,0,0
1255.38,1,Online,72.53,0,0,0
1747.48,6,Online,60.34,0,4,0
1968.18,8,ATM,313.9,0,1,0
1536.78,9,POS,0.06,1,1,0
836.12,17,ATM,9.16,0,5,0
843.29,22,ATM,194.78,0,3,1
1475.43,6,POS,345.67,0,1,0
478.32,6,ATM,347.52,0,2,0
221.84,2,ATM,215.06,0,5,1
709.89,11,ATM,345.54,0,4,0
575.19,6,Online,260.55,0,2,0
593.32,16,Online,488.47,0,0,0
467.98,0,Online,81.23,0,3,0
85.14,4,ATM,300.33,1,2,1
36.73,15,POS,245.62,0,4,0
1975.46,14,Online,97.23,0,2,0
856.12,1,POS,375.0,0,2,0
769.27,8,ATM,137.75,0,1,0
1359.61,6,Online,190.85,0,3,0
437.29,3,ATM,187.42,0,0,0
1899.97,19,POS,122.1,0,4,0
1572.9,17,Online,215.35,0,5,1
179.73,20,Online,236.67,0,5,0
835.74,3,Online,372.11,0,4,1
1758.36,12,Online,382.53,0,0,0
1889.52,0,POS,79.28,0,4,1
935.34,23,Online,296.39,0,1,0
1227.21,2,ATM,448.1,0,5,0
334.9,15,Online,54.39,0,5,0
1982.35,21,POS,236.46,0,2,0
464.11,3,Online,375.18,0,1,0
1885.52,22,POS,305.75,0,5,0
1299.64,15,POS,50.29,0,1,0
1215.87,18,ATM,198.3,1,1,0
1025.86,0,Online,253.62,0,0,0
462.11,4,Online,497.92,0,5,0
353.88,18,Online,89.3,0,3,0
441.75,21,ATM,491.21,0,0,0
373.69,23,ATM,188.07,0,0,0
1559.39,10,POS,100.16,0,1,0
700.9,12,POS,207.05,0,3,0
116.63,19,POS,307.0,0,0,0
1938.24,4,ATM,106.75,0,3,1
1767.69,20,ATM,145.72,0,5,0
1855.58,3,ATM,427.27,0,1,0
1989.82,3,POS,499.5,0,0,0
348.62,3,ATM,159.09,0,3,0
793.09,3,POS,74.43,0,4,0
1516.72,19,POS,396.59,1,0,0
1392.35,20,Online,300.23,0,0,0
308.64,17,Online,50.2,0,0,0
1631.85,17,Online,473.39,0,3,1
449.66,15,POS,39.02,0,2,0
448.41,8,Online,312.68,0,5,1
1074.41,17,Online,211.97,0,0,0
1186.29,21,Online,278.31,0,4,1
1160.59,1,ATM,106.61,0,4,1
183.88,20,POS,344.06,0,1,0
1755.04,3,Online,479.86,0,2,0
531.93,11,ATM,229.21,0,2,0
259.9,6,ATM,261.48,0,3,1
1777.61,14,ATM,119.91,0,1,0
1911.35,6,Online,445.93,0,3,0
1724.39,21,ATM,485.59,1,1,0
1619.22,20,POS,393.15,0,5,0
1310.83,16,ATM,271.39,0,2,0
1102.16,15,ATM,478.4,0,5,0
174.89,18,ATM,76.93,0,3,0
817.5,8,ATM,239.25,0,1,0
746.0,13,POS,268.8,0,2,0
520.25,16,Online,245.96,0,2,0
1447.12,4,POS,401.21,0,0,0
992.26,1,POS,335.2,0,3,0
163.01,19,Online,63.33,0,0,0
441.15,15,ATM,173.23,0,2,0
1366.83,13,Online,169.54,0,3,0
153.19,13,Online,282.82,0,3,0
1702.56,0,POS,145.73,0,5,0
990.8,2,Online,58.64,0,4,0
961.69,6,ATM,326.84,0,1,0
1185.22,14,POS,425.52,1,4,0
1649.54,18,ATM,465.8,0,4,0
696.27,19,POS,486.29,0,2,0
1356.35,1,ATM,390.56,1,5,1
1131.9,18,Online,69.85,0,1,0
534.79,8,Online,426.56,0,4,0
1757.38,18,Online,199.98,0,4,1
1595.05,4,ATM,364.96,0,3,0
1317.25,17,POS,265.63,0,2,0
1701.31,15,POS,414.3,0,4,0
1734.72,3,POS,212.75,0,1,1
1417.02,11,Online,30.9,0,0,0
1674.19,6,ATM,278.41,0,0,0
1395.25,13,POS,85.65,0,2,0
1360.6,22,ATM,482.76,0,0,0
1237.6,11,POS,263.48,0,3,1
1505.68,2,Online,276.78,0,3,1
318.05,4,ATM,453.63,0,1,0
1761.86,16,POS,312.29,0,5,1
1743.82,9,POS,151.36,0,2,1
59.47,9,POS,148.05,0,2,0
1651.81,10,POS,250.79,0,0,0
258.61,16,Online,433.3,0,4,0
670.9,4,POS,397.36,0,4,0
1487.27,12,POS,481.37,0,5,0
322.36,9,Online,35.94,0,4,1
1636.12,8,POS,134.16,0,5,0
1664.44,16,ATM,40.1,0,1,0
1015.43,0,ATM,375.54,0,2,0
13.77,3,POS,70.42,0,0,0
574.79,3,Online,49.94,0,1,0
1234.24,17,Online,280.84,0,3,0
1962.39,8,Online,205.74,0,3,1
1264.0,17,POS,357.55,0,3,0
520.35,13,POS,243.51,1,5,0
1268.38,14,ATM,212.67,0,5,0
1080.43,5,Online,212.75,0,2,0
1559.91,23,POS,435.94,0,3,1
214.85,9,POS,197.61,0,5,0
1522.29,14,POS,166.7,0,5,0
1082.99,3,Online,169.27,0,4,0
1926.02,17,Online,98.3,0,5,0
684.4,17,ATM,430.34,0,3,0
1265.61,16,Online,73.32,0,1,0
1864.12,11,POS,454.31,0,3,0
205.92,6,ATM,141.73,0,4,0
1874.52,15,Online,449.71,0,3,1
1376.08,10,Online,395.41,0,0,0
136.61,13,Online,290.99,1,4,0
602.63,2,Online,334.74,0,2,0
1416.64,18,POS,162.92,0,3,0
135.63,17,Online,287.11,1,5,0
1164.76,9,POS,146.2,0,1,0
692.42,5,POS,201.14,0,3,0
1242.21,12,POS,382.33,0,1,0
92.44,9,ATM,121.97,0,0,0
1743.2,17,POS,419.42,0,2,0
1947.0,19,Online,187.94,0,5,1
1937.79,15,ATM,266.08,0,4,0
1499.55,5,Online,470.98,0,4,1
261.04,12,POS,340.63,0,2,0
1516.77,3,Online,322.8,0,0,1
50.15,22,ATM,355.8,0,0,0
45.22,13,ATM,459.06,0,3,1
647.9,0,Online,124.26,0,0,0
977.8,19,Online,306.62,0,3,0
1541.04,4,Online,200.2,0,1,0
1366.91,7,ATM,5.93,0,2,0
892.36,11,POS,62.65,0,1,0
547.98,1,Online,162.5,0,1,0
1994.25,11,POS,282.5,0,1,0
852.94,4,ATM,440.74,0,1,0
903.32,21,Online,395.56,0,4,0
328.08,4,Online,276.67,0,0,0
1589.82,12,ATM,36.94,0,2,0
1387.67,8,Online,142.95,0,2,0
442.32,9,POS,183.35,0,5,0
165.68,0,ATM,310.86,0,1,0
1361.32,2,ATM,32.46,0,2,0
1309.37,17,Online,265.1,0,3,0
547.25,11,ATM,450.73,0,2,0
1901.78,2,Online,352.72,0,1,0
302.96,8,Online,398.54,0,2,0
865.24,1,ATM,340.84,0,0,0
1887.29,2,Online,103.29,0,1,0
840.03,13,POS,55.24,0,4,1
1277.41,3,POS,414.75,0,0,0
795.79,18,Online,347.75,0,2,0
549.16,12,POS,287.53,1,4,0
1967.97,6,Online,94.64,0,5,1
819.26,11,POS,301.67,1,0,0
1788.3,2,ATM,15.66,0,5,0
460.68,22,Online,59.42,0,3,0
427.0,22,Online,155.95,0,0,0
63.24,8,Online,221.87,0,4,0
1303.68,1,Online,60.28,0,5,1
737.68,21,Online,59.97,0,3,0
1728.85,8,Online,362.95,0,5,0
946.95,11,ATM,284.86,0,2,0
1936.42,11,ATM,266.87,0,1,0
371.87,14,POS,226.22,0,5,1
1737.38,1,Online,488.27,0,2,1
1553.42,17,POS,24.9,0,1,1
1542.07,12,POS,90.31,0,1,0
1689.72,13,ATM,323.75,0,4,0
1522.29,4,POS,68.18,0,3,1
1252.81,9,ATM,294.69,0,3,0
263.36,11,POS,283.88,0,0,0
66.02,9,Online,485.5,1,2,0
1841.77,23,POS,441.69,0,4,0
1233.68,10,ATM,472.78,0,5,0
1593.28,1,ATM,56.8,0,2,1
963.56,4,ATM,434.07,0,5,0
235.5,6,POS,64.55,0,5,0
251.25,5,POS,316.47,0,5,0
1371.45,21,ATM,360.04,0,0,0
861.18,22,Online,80.43,0,0,0
401.85,2,Online,316.33,0,4,0
983.7,12,POS,26.23,0,0,0
129.35,2,POS,146.63,0,4,0
1164.36,23,ATM,460.58,0,0,0
538.72,20,POS,85.87,0,3,0
1595.32,5,POS,32.63,0,4,0
621.41,10,ATM,221.84,0,3,0
910.99,16,ATM,425.31,0,3,0
24.23,9,POS,38.34,0,4,0
145.82,11,Online,177.77,0,2,0
785.59,16,POS,449.89,0,1,0
960.4,3,Online,59.08,0,0,0
1200.44,1,Online,155.33,0,5,0
584.03,10,Online,389.21,0,0,0
1390.27,6,ATM,271.61,0,5,0
1720.38,1,ATM,416.17,0,2,0
1559.92,17,ATM,55.8,0,1,0
80.2,20,POS,460.28,0,2,0
961.53,3,ATM,467.46,0,1,0
210.76,7,ATM,77.66,1,4,0
484.85,19,POS,16.94,0,4,1
1973.34,13,POS,494.92,0,5,0
285.85,11,Online,241.13,0,3,0
998.28,21,POS,286.04,0,3,0
1236.69,20,POS,307.95,0,5,0
1405.23,17,ATM,394.83,0,4,0
1119.74,10,Online,405.99,0,5,0
20.53,7,Online,96.96,1,3,1
653.6,1,POS,118.32,0,5,1
1035.91,14,ATM,438.42,1,4,1
176.65,8,ATM,409.76,0,2,0
701.9,18,ATM,308.81,0,0,0
67.37,19,ATM,497.35,0,4,1
158.08,7,POS,367.59,0,5,0
794.45,18,ATM,107.92,0,4,0
266.3,4,Online,423.32,0,4,0
1135.51,10,Online,207.37,0,3,0
1379.24,14,POS,18.08,0,5,0
1601.37,7,ATM,160.71,0,3,0
401.1,18,ATM,381.78,0,5,1
335.8,22,ATM,480.1,1,3,0
210.03,7,ATM,138.07,0,3,0
1273.22,18,POS,123.26,0,2,0
1413.24,17,ATM,281.81,0,4,0
64.14,9,POS,405.84,0,2,0
1872.49,6,ATM,373.26,0,3,0
104.89,8,ATM,279.98,0,2,0
1083.05,0,Online,315.69,1,4,0
1418.41,18,POS,121.05,0,4,1
1742.07,4,Online,216.29,1,3,1
1428.46,18,POS,127.68,0,4,0
1603.65,0,ATM,442.21,0,2,0
679.56,14,ATM,56.28,0,1,0
1629.84,15,POS,339.87,0,4,1
161.15,22,Online,130.14,0,2,0
1789.74,6,POS,237.79,0,2,0
1095.64,11,POS,149.71,0,2,0
1634.78,7,ATM,161.62,0,4,0
905.18,4,Online,130.2,0,1,0
1287.51,9,POS,376.4,0,3,0
1053.28,20,Online,182.86,0,3,0
1463.45,4,Online,363.18,0,4,0
164.18,16,POS,228.03,0,4,1
121.64,4,Online,273.62,0,0,0
494.96,21,ATM,271.64,0,5,1
319.93,14,ATM,487.93,0,1,0
1743.7,12,ATM,183.53,1,2,0
439.21,0,ATM,103.84,1,5,1
1951.75,10,Online,455.9,0,2,0
674.45,22,ATM,87.42,0,5,1
365.05,0,POS,417.21,0,3,0
1579.61,10,ATM,75.11,1,5,1
1317.76,17,POS,329.36,0,4,0
996.89,17,POS,75.27,0,1,0
1111.17,20,ATM,461.54,0,3,0
1438.68,15,ATM,282.5,0,5,0
457.68,12,Online,164.64,0,1,0
1992.67,6,POS,70.16,0,4,0
1949.61,0,ATM,185.6,0,2,0
1301.0,15,Online,352.51,0,0,0
399.89,0,ATM,192.48,0,1,0
1360.78,16,ATM,123.05,0,2,0
145.32,5,ATM,288.7,0,1,0
62.27,1,POS,208.91,0,1,0
516.11,16,ATM,82.9,0,1,0
925.78,5,Online,76.99,0,4,1
1736.68,13,ATM,353.73,0,3,0
1454.61,17,ATM,487.34,0,1,0
1485.67,5,Online,116.55,0,4,0
851.56,9,Online,386.57,0,0,0
692.52,23,POS,43.8,0,3,0
742.71,17,POS,190.79,0,4,0
1975.31,8,POS,253.34,0,0,0
81.18,7,POS,134.37,1,3,0
1734.2,9,Online,264.79,0,4,0
1157.77,16,ATM,441.31,0,0,0
877.79,22,ATM,472.22,0,4,1
1450.79,5,ATM,50.28,0,0,0
973.85,13,POS,135.92,0,1,0
1746.97,21,Online,489.57,0,1,0
1801.5,21,Online,135.21,0,3,0
844.02,5,Online,346.35,1,0,1
554.38,6,ATM,126.73,0,1,0
1185.11,11,POS,178.18,0,3,0
1824.81,2,Online,95.64,0,2,0
422.11,13,POS,428.15,0,1,0
1246.31,21,Online,441.32,1,1,0
1263.49,18,POS,148.46,0,5,0
1466.49,22,Online,411.79,0,4,0
264.0,15,POS,179.12,0,2,0
1431.93,6,Online,49.51,0,0,0
1818.16,7,Online,379.04,0,3,0
360.19,17,POS,298.22,0,2,0
475.85,12,POS,137.19,0,0,0
1942.82,20,ATM,126.5,1,1,1
362.77,8,POS,487.81,0,5,0
1708.92,9,Online,431.25,0,3,1
985.06,20,Online,404.9,1,3,1
495.21,22,POS,64.01,1,2,0
1741.63,8,ATM,377.59,0,4,1
891.17,14,POS,107.27,0,0,0
1030.12,19,Online,488.69,0,5,0
719.11,1,Online,26.04,0,5,0
1186.31,12,ATM,176.07,0,2,0
327.88,1,POS,214.32,0,4,1
782.77,18,Online,412.1,0,4,0
1938.86,1,Online,383.11,0,4,1
517.01,2,Online,187.5,0,3,0
1313.82,5,POS,282.78,0,0,0
651.05,2,POS,417.8,0,0,0
1547.17,9,ATM,9.1,0,2,1
262.62,23,Online,401.09,0,1,0
1939.67,5,Online,473.45,0,2,0
908.13,22,ATM,16.03,0,0,0
472.86,15,Online,22.79,0,3,0
147.92,16,ATM,172.26,0,2,0
340.35,18,ATM,43.88,0,1,0
1040.03,2,Online,239.64,0,5,0
674.67,17,POS,364.36,0,2,0
1657.94,6,POS,283.45,0,4,0
862.34,8,POS,98.22,0,1,0
498.18,19,POS,327.41,0,4,0
1234.67,11,Online,342.43,0,3,0
1413.85,4,ATM,466.22,0,0,0
334.92,2,ATM,73.4,0,2,0
336.07,10,Online,346.17,0,2,0
74.31,3,POS,455.71,0,4,0
1473.07,4,ATM,250.78,1,4,1
